"Term","Course","Enrollment","MedianGrade"
"TERM","COURSE","ENRL","MEDIAN"
"13S","ENGS-030-01","26","A"
"13S","ENGS-031-01","37","A-"
"13S","ENGS-044-01","21","A-"
"13S","ENGS-056-01","20","B+"
"13S","ENGS-069-01","40","A"
"13S","ENGS-071-01","44","A-"
"13S","ENGS-088-01","10","A"
"13S","ENGS-093-01","26","B+"
"13S","ENGS-146-01","16","B+/B"
"13S","ENVS-003-01","72","B+"
"13S","ENVS-007-01","16","A-"
"13S","ENVS-015-01","78","A-"
"13S","ENVS-019-01","11","A"
"13S","ENVS-028-01","43","B"
"13S","ENVS-030-01","16","B+"
"13S","ENVS-050-01","21","B+"
"13S","ENVS-056-01","20","A-"
"13S","ENVS-080-02","12","A"
"13S","ENVS-083-01","10","A-/B+"
"13S","FILM-007-01","16","B+"
"13S","FILM-022-01","21","B+"
"13S","FILM-034-01","13","A-"
"13S","FILM-042-01","15","A-"
"13S","FILM-047-02","24","A-"
"13S","FILM-047-03","11","A"
"13S","FILM-051-01","15","A"
"13S","FREN-001-01","13","A-"
"13S","FREN-002-01","20","A-/B+"
"13S","FREN-002-02","16","A-"
"13S","FREN-003-01","11","A"
"13S","FREN-003-02","16","A"
"13S","FREN-003-03","10","A-"
"13S","FREN-007-01","16","A"
"13S","FREN-008-01","23","A"
"13S","FREN-008-90","10","A"
"13S","FREN-010-90","10","A-"
"13S","FREN-012-90","10","A"
"13S","FREN-022-01","20","A"
"13S","FREN-029-90","13","A-"
"13S","FREN-030-90","13","A-"
"13S","FREN-031-90","13","A-"
"13S","FREN-035-01","12","B+"
"13S","FRIT-035-01","16","A-"
"13S","GEOG-002-01","31","A-"
"13S","GEOG-003-01","21","B+"
"13S","GEOG-007-01","15","A"
"13S","GEOG-011-01","27","A"
"13S","GEOG-013-01","15","A-"
"13S","GEOG-015-01","38","A-"
"13S","GEOG-016-01","10","A-"
"13S","GEOG-025-01","42","A-"
"13S","GEOG-035-01","25","A-"
"13S","GEOG-047-90","15","A-"
"13S","GEOG-050-01","27","A"
"13S","GEOG-056-01","16","A /A-"
"13S","GEOG-064-01","17","A-"
"13S","GEOG-081-90","15","A-"
"13S","GEOG-082-90","15","A"
"13S","GERM-002-01","13","B+"
"13S","GERM-003-01","12","A"
"13S","GERM-013-01","57","B"
"13S","GOVT-004-01","50","A-"
"13S","GOVT-005-01","69","B"
"13S","GOVT-005-02","69","B"
"13S","GOVT-005-03","24","B+"
"13S","GOVT-006-01","53","A-"
"13S","GOVT-007-01","16","A-"
"13S","GOVT-010-01","81","B"
"13S","GOVT-010-02","81","B"
"13S","GOVT-010-03","34","B+"
"13S","GOVT-019-01","20","B+"
"13S","GOVT-030-01","29","B+"
"13S","GOVT-030-02","16","A-"
"13S","GOVT-040-01","38","A-"
"13S","GOVT-049-05","34","A-"
"13S","GOVT-050-01","31","B+"
"13S","GOVT-050-03","39","B+"
"13S","GOVT-050-04","28","A-"
"13S","GOVT-056-01","23","A-"
"13S","GOVT-060-01","19","B+"
"13S","GOVT-060-02","27","A-"
"13S","GOVT-062-01","32","B+"
"13S","GOVT-066-03","22","A-"
"13S","GOVT-067-01","36","A-/B+"
"13S","GOVT-083-19","13","A-"
"13S","GOVT-085-01","15","A-"
"13S","GOVT-085-08","16","A-"
"13S","GOVT-085-09","11","A"
"13S","GOVT-086-07","15","A-"
"13S","GOVT-094-90","14","A-"
"13S","GOVT-095-90","14","A-"
"13S","GRK -010-01","10","A"
"13S","HIST-005-09","10","B+/B"
"13S","HIST-006-01","18","B+"
"13S","HIST-006-03","35","A-"
"13S","HIST-007-01","16","A-"
"13S","HIST-015-01","56","B+"
"13S","HIST-020-01","20","A-/B+"
"13S","HIST-025-03","57","B+"
"13S","HIST-047-01","16","B+"
"13S","HIST-050-01","11","A-"
"13S","HIST-051-01","26","A-/B+"
"13S","HIST-052-01","33","B+"
"13S","HIST-056-01","30","B+"
"13S","HIST-066-01","14","A"
"13S","HIST-077-01","19","A-"
"13S","HIST-086-01","18","A-"
"13S","HIST-094-05","24","B+"
"13S","HIST-096-01","13","A-"
"13S","HIST-096-02","13","A-"
"13S","HIST-096-03","14","A-"
"13S","HIST-096-04","17","B+"
"13S","INTS-017-01","24","A-"
"13S","INTS-017-02","16","A-"
"13S","INTS-018-01","31","A-"
"13S","ITAL-001-01","17","A-"
"13S","ITAL-002-02","10","A-"
"13S","ITAL-003-01","13","A-"
"13S","ITAL-007-01","16","A"
"13S","ITAL-010-01","19","A-"
"13S","JAPN-061-01","20","A"
"13S","JWST-004-01","15","A"
"13S","JWST-062-01","29","B+"
"13S","LACS-001-01","10","A-"
"13S","LACS-030-01","10","A-"
"13S","LACS-044-01","13","A-"
"13S","LACS-050-03","17","A-"
"13S","LACS-053-01","34","A-"
"13S","LACS-058-01","18","A-"
"13S","LACS-059-01","18","B+"
"13S","LAT -003-01","11","A-"
"13S","LAT -028-01","10","A-"
"13S","LATS-044-01","11","A-"
"13S","LING-001-01","76","A-"
"13S","LING-007-01","10","A"
"13S","LING-011-01","12","B+"
"13S","LING-017-01","30","A"
"13S","LING-023-01","17","A-"
"13S","M&SS-015-01","14","A"
"13S","M&SS-045-01","12","A"
"13S","MATH-007-01","16","B+"
"13S","MATH-008-01","48","B"
"13S","MATH-008-02","48","B"
"13S","MATH-010-01","46","B+"
"13S","MATH-010-02","46","B+"
"13S","MATH-013-01","50","B+"
"13S","MATH-013-02","50","B+"
"13S","MATH-017-01","18","A-"
"13S","MATH-020-01","20","A-"
"13S","MATH-022-01","75","A"
"13S","MATH-023-01","41","B+"
"13S","MATH-023-02","41","B+"
"13S","MATH-024-01","13","A"
"13S","MATH-038-01","11","A-"
"13S","MATH-043-01","28","B+"
"13S","MATH-046-01","18","A-"
"13S","MUS -001-01","18","A"
"13S","MUS -003-01","25","A-"
"13S","MUS -006-01","17","A-"
"13S","MUS -007-01","16","A-"
"13S","MUS -009-01","19","A-"
"13S","MUS -016-01","11","A-"
"13S","MUS -020-01","20","B"
"13S","MUS -022-01","12","A-"
"13S","MUS -040-01","22","A"
"13S","MUS -051-01","36","A"
"13S","NAS -007-01","15","A-"
"13S","NAS -008-01","38","A"
"13S","NAS -015-01","56","B+"
"13S","NAS -019-01","11","A"
"13S","NAS -035-01","50","A-"
"13S","NAS -043-01","16","B+"
"13S","PBPL-010-01","11","A-"
"13S","PBPL-026-01","39","B+"
"13S","PBPL-041-01","20","A"
"13S","PHIL-001-01","22","B+"
"13S","PHIL-006-01","12","A /A-"
"13S","PHIL-007-01","14","A-"
"13S","PHIL-022-01","32","A-"
"13S","PHIL-024-01","22","A-"
"13S","PHIL-026-01","48","A-"
"13S","PHIL-034-01","21","A-"
"13S","PHIL-050-01","12","B+"
"13S","PHYS-001-01","50","B+"
"13S","PHYS-002-01","50","B+"
"13S","PHYS-004-01","49","A-"
"13S","PHYS-007-01","16","A"
"13S","PHYS-014-01","106","B"
"13S","PHYS-014-02","106","B"
"13S","PHYS-024-01","11","A-"
"13S","PHYS-030-01","26","A"
"13S","PHYS-044-01","15","A-"
"13S","PHYS-072-01","10","A /A-"
"13S","PORT-001-01","19","A-"
"13S","PORT-020-01","10","A"
"13S","PSYC-001-01","99","B+"
"13S","PSYC-007-01","15","A"
"13S","PSYC-010-01","77","B+"
"13S","PSYC-011-01","36","B+"
"13S","PSYC-021-01","39","B+"
"13S","PSYC-023-01","73","B+"
"13S","PSYC-028-01","142","A-"
"13S","PSYC-046-01","39","B"
"13S","PSYC-051-01","21","A-"
"13S","PSYC-051-02","19","A-"
"13S","PSYC-052-01","33","A-"
"13S","PSYC-053-01","34","A-"
"13S","PSYC-065-01","27","B"
"13S","PSYC-083-01","14","A /A-"
"13S","REL -004-01","15","A"
"13S","REL -018-01","49","A-"
"13S","REL -020-02","30","A-"
"13S","REL -023-01","29","B+"
"13S","REL -026-01","10","A-/B+"
"13S","REL -030-01","28","B+"
"13S","REL -031-01","17","A-"
"13S","REL -038-01","26","A-"
"13S","REL -040-01","28","A-"
"13S","REL -061-01","26","A-/B+"
"13S","RUSS-003-01","12","A-"
"13S","RUSS-013-01","46","A-"
"13S","SART-015-01","13","A"
"13S","SART-015-02","14","A"
"13S","SART-015-03","17","A-"
"13S","SART-016-01","14","A"
"13S","SART-020-01","13","A-"
"13S","SART-025-01","14","A"
"13S","SART-029-01","14","A-"
"13S","SART-065-01","10","A /A-"
"13S","SART-077-01","12","A"
"13S","SART-077-02","12","A-"
"13S","SOCY-001-01","66","A"
"13S","SOCY-007-01","16","B+"
"13S","SOCY-007-02","11","B+"
"13S","SOCY-016-01","33","A"
"13S","SOCY-027-01","36","A-"
"13S","SOCY-028-01","52","B+"
"13S","SOCY-031-01","30","A-"
"13S","SOCY-049-10","23","A-"
"13S","SOCY-051-01","52","B"
"13S","SOCY-079-05","23","B+"
"13S","SPAN-001-01","16","A-"
"13S","SPAN-001-02","18","A /A-"
"13S","SPAN-002-01","18","B+"
"13S","SPAN-002-02","18","A-"
"13S","SPAN-002-03","18","A-"
"13S","SPAN-003-01","13","B+"
"13S","SPAN-003-02","16","A-"
"13S","SPAN-003-03","18","A-"
"13S","SPAN-003-04","18","A-"
"13S","SPAN-003-05","17","A-"
"13S","SPAN-003-06","17","A-"
"13S","SPAN-003-90","11","A"
"13S","SPAN-003-91","10","A-"
"13S","SPAN-005-90","11","A-"
"13S","SPAN-005-91","10","A-"
"13S","SPAN-006-90","11","A-"
"13S","SPAN-006-91","10","A-"
"13S","SPAN-009-01","18","A /A-"
"13S","SPAN-009-02","17","A-"
"13S","SPAN-020-01","17","A"
"13S","SPAN-020-02","16","A"
"13S","SPAN-023-90","17","A"
"13S","SPAN-030-01","17","A-"
"13S","SPAN-033-90","17","A"
"13S","SPAN-035-90","17","A"
"13S","SPAN-065-01","14","A /A-"
"13S","SPAN-065-02","12","A"
"13S","SPAN-080-01","11","A"
"13S","SPEE-020-01","14","A /A-"
"13S","SPEE-020-02","14","A-"
"13S","SPEE-030-01","14","A /A-"
"13S","SSOC-001-01","31","B+"
"13S","THEA-007-01","16","A-"
"13S","THEA-007-02","16","A-"
"13S","THEA-010-01","14","A-"
"13S","THEA-010-04","12","A-/B+"
"13S","THEA-010-05","17","A"
"13S","THEA-017-01","10","A-"
"13S","THEA-024-01","14","A"
"13S","THEA-030-01","16","A-"
"13S","THEA-050-01","10","A-"
"13S","TUCK-003-01","131","A-"
"13S","TUCK-003-02","131","A-"
"13S","WGST-007-01","16","A"
"13S","WGST-016-01","30","A"
"13S","WGST-016-02","25","A"
"13S","WGST-034-04","23","A-"
"13S","WGST-034-05","11","A"
"13S","WGST-043-02","17","A-"
"13S","WGST-046-01","32","A-"
"13S","WGST-047-06","10","A-"
"13S","WGST-052-01","11","A-"
"13S","WGST-052-03","23","A"
"13S","WGST-059-03","14","A-"
"13S","WGST-061-05","29","A"
"13S","WPS -001-01","31","B+"
"13S","WRIT-007-01","10","A /A-"
"13S","WRIT-011-01","16","A"
"13S","WRIT-041-01","20","A"
"13S","WRIT-042-01","11","A"
"13S","WRIT-043-01","27","A-"
"TERM","COURSE","ENRL","MEDIAN"
"10X","AAAS-033-01","25","B+"
"10X","AAAS-065-01","34","A-"
"10X","AMES-008-01","40","B+"
"10X","ARTH-046-01","23","A-"
"10X","ASTR-002-01","59","A-"
"10X","ASTR-003-01","167","A-"
"10X","BIOL-005-01","17","A"
"10X","BIOL-013-01","93","B"
"10X","BIOL-014-01","69","B"
"10X","BIOL-045-01","23","B+"
"10X","CHEM-052-01","39","B"
"10X","CHEM-063-01","19","B+"
"10X","CHIN-011-90","27","A-"
"10X","CHIN-022-90","14","A-"
"10X","CHIN-023-90","14","A-"
"10X","CHIN-031-90","13","A"
"10X","CHIN-032-90","13","A"
"10X","CHIN-062-02","17","A"
"10X","CHIN-063-03","11","A"
"10X","CLST-004-01","143","B"
"10X","COLT-010-01","25","A"
"10X","COSC-004-01","127","B"
"10X","COSC-037-01","18","B+"
"10X","COSC-047-01","29","B+"
"10X","EARS-005-01","24","B+/B"
"10X","EARS-040-01","13","A-"
"10X","ECON-021-01","42","B+"
"10X","ECON-021-02","42","B+"
"10X","ECON-022-01","48","B"
"10X","ECON-022-02","48","B"
"10X","ECON-026-01","43","A"
"10X","ECON-026-02","43","A"
"10X","ECON-028-01","39","B+"
"10X","ENGL-014-01","22","B+"
"10X","ENGL-018-01","32","A-/B+"
"10X","ENGL-024-01","55","B+"
"10X","ENGL-048-01","13","A-"
"10X","ENGL-050-01","16","A-"
"10X","ENGL-058-01","34","A-"
"10X","ENGL-062-01","25","A-"
"10X","ENGL-067-07","16","A-"
"10X","ENGL-080-01","13","A-"
"10X","ENGL-082-01","14","A-"
"10X","ENGS-003-01","40","A-"
"10X","ENGS-003-02","41","A-"
"10X","ENGS-021-01","21","A-"
"10X","ENGS-022-01","47","B"
"10X","ENGS-025-01","28","B+"
"10X","ENGS-031-01","29","B+"
"10X","ENGS-033-01","26","B+/B"
"10X","ENVS-025-01","36","A-"
"10X","ENVS-039-01","31","A-"
"10X","FILM-001-01","32","A-"
"10X","FILM-030-01","12","A-"
"10X","FREN-020-01","13","A-"
"10X","FREN-040-01","14","A"
"10X","GEOG-017-01","42","A-"
"10X","GERM-003-90","10","A-/B+"
"10X","GERM-005-90","10","A-"
"10X","GERM-006-90","10","A-"
"10X","GOVT-003-01","32","B+"
"10X","GOVT-020-01","37","B+"
"10X","GOVT-040-01","32","B+"
"10X","GOVT-060-01","50","A-"
"10X","HIST-019-01","27","A-"
"10X","HIST-028-01","11","A-"
"10X","HIST-062-01","35","B+"
"10X","HIST-094-09","28","A"
"10X","HIST-095-01","11","A-"
"10X","JAPN-011-90","16","A-"
"10X","JAPN-022-90","16","A /A-"
"10X","JAPN-023-90","16","A /A-"
"10X","JWST-011-01","28","A"
"10X","JWST-058-01","19","A"
"10X","LATS-031-01","41","A-"
"10X","LING-018-01","32","A-/B+"
"10X","MATH-020-01","35","B+"
"10X","MATH-022-01","16","B"
"10X","MATH-031-01","22","B+"
"10X","MATH-054-01","13","A-"
"10X","MUS -001-01","23","A"
"10X","NAS -036-01","50","A-"
"10X","PBPL-040-01","39","A-"
"10X","PHIL-002-01","55","A-"
"10X","PHIL-021-01","14","B+"
"10X","PHYS-003-01","44","B"
"10X","PHYS-042-01","17","A-"
"10X","PORT-003-90","19","A-"
"10X","PORT-005-90","19","A-"
"10X","PORT-006-90","19","A-"
"10X","PSYC-010-01","57","B"
"10X","PSYC-011-01","43","B"
"10X","PSYC-025-01","83","A"
"10X","PSYC-050-01","27","B+"
"10X","REL -008-01","40","B+"
"10X","REL -074-02","19","A"
"10X","SART-015-01","13","B+"
"10X","SART-015-02","14","A-"
"10X","SART-016-01","16","B+"
"10X","SART-020-01","13","B+"
"10X","SART-027-01","10","A-/B+"
"10X","SART-029-01","11","B+"
"10X","SART-065-01","12","A-"
"10X","SOCY-047-01","41","A-"
"10X","SPAN-002-01","21","B+"
"10X","SPAN-003-01","24","A-/B+"
"10X","SPAN-010-01","15","A-"
"10X","SPAN-073-01","15","A-"
"10X","THEA-001-01","11","A"
"10X","WGST-010-01","35","A-"
"10X","WGST-023-02","11","A-"
"11X","AAAS-034-01","14","B+"
"11X","AAAS-080-03","13","A-"
"11X","ANTH-012-01","29","A-"
"11X","ANTH-016-01","15","B+"
"11X","ARTH-059-01","42","B+"
"11X","ASTR-001-01","51","A-"
"11X","ASTR-002-01","73","A-"
"11X","ASTR-003-01","126","B+"
"11X","BIOL-005-01","13","A"
"11X","BIOL-013-01","62","B"
"11X","BIOL-014-01","88","B"
"11X","BIOL-022-01","12","B+"
"11X","BIOL-045-01","11","A-"
"11X","CHEM-052-01","53","B"
"11X","CHEM-063-01","10","B+"
"11X","CHIN-011-90","19","A"
"11X","CHIN-022-90","19","A"
"11X","CHIN-023-90","19","A"
"11X","CLST-004-01","91","B+"
"11X","COCO-008-01","23","A-"
"11X","COLT-057-01","25","A-"
"11X","COLT-062-01","12","A-"
"11X","COSC-037-01","21","A-"
"11X","COSC-047-01","27","B+"
"11X","EARS-005-01","29","B+"
"11X","EARS-033-01","12","A-/B+"
"11X","EARS-040-01","11","A-"
"11X","ECON-020-01","58","B"
"11X","ECON-020-02","58","B"
"11X","ECON-022-01","45","B+"
"11X","ECON-022-02","45","B+"
"11X","ECON-026-01","62","A /A-"
"11X","ECON-026-02","62","A /A-"
"11X","ENGL-018-01","32","A-/B+"
"11X","ENGL-024-01","47","A-"
"11X","ENGL-037-01","25","A-"
"11X","ENGL-043-01","14","B+"
"11X","ENGL-053-01","13","A-"
"11X","ENGL-080-01","12","A-"
"11X","ENGL-080-02","12","A-"
"11X","ENGS-003-01","36","B+"
"11X","ENGS-003-02","27","A-"
"11X","ENGS-022-01","49","B+"
"11X","ENGS-025-01","19","B"
"11X","ENGS-031-01","27","B+"
"11X","ENGS-033-01","34","B"
"11X","ENVS-025-01","45","A"
"11X","ENVS-039-01","21","B+"
"11X","FILM-030-01","15","A-"
"11X","FILM-041-02","29","A-"
"11X","FILM-042-01","12","A-"
"11X","FILM-047-01","25","A-"
"11X","FREN-035-01","10","A-"
"11X","GEOG-014-01","19","B+"
"11X","GEOG-033-01","12","A-/B+"
"11X","GERM-005-90","10","A-"
"11X","GERM-006-90","10","A-/B+"
"11X","GOVT-003-01","23","B+"
"11X","GOVT-030-01","21","B+"
"11X","GOVT-060-01","22","B+"
"11X","GOVT-065-01","27","A-"
"11X","GOVT-084-04","12","A-"
"11X","GOVT-086-02","11","A-"
"11X","HIST-006-01","27","B+"
"11X","HIST-020-01","28","A-/B+"
"11X","HIST-030-01","15","A-"
"11X","HIST-062-01","28","A-/B+"
"11X","HIST-065-01","14","B+"
"11X","HIST-094-09","95","A"
"11X","INTS-017-01","25","A-"
"11X","JAPN-011-90","13","A-"
"11X","JAPN-022-90","13","A-"
"11X","JAPN-023-90","13","A"
"11X","JWST-011-01","95","A"
"11X","JWST-058-01","34","A-"
"11X","LATS-031-01","27","A-"
"11X","LING-018-01","32","A-/B+"
"11X","MATH-020-01","28","A-/B+"
"11X","MATH-022-01","27","B+"
"11X","MATH-031-01","18","B+"
"11X","MUS -001-01","17","A-"
"11X","MUS -051-01","18","A"
"11X","MUS -052-01","10","A-"
"11X","PBPL-020-01","37","B+"
"11X","PBPL-040-01","36","A /A-"
"11X","PBPL-081-07","15","B+"
"11X","PHIL-037-01","14","B+"
"11X","PHIL-050-01","14","B+"
"11X","PHYS-003-01","50","A-/B+"
"11X","PHYS-042-01","15","B+"
"11X","PORT-003-90","22","A"
"11X","PORT-005-90","22","B+"
"11X","PORT-006-90","22","A"
"11X","PSYC-010-01","37","A-"
"11X","PSYC-011-01","42","B"
"11X","PSYC-025-01","174","A"
"11X","PSYC-051-01","15","A"
"11X","REL -012-01","59","A-"
"11X","REL -074-01","26","A-"
"11X","REL -074-02","34","A-"
"11X","SART-015-01","13","A-"
"11X","SART-015-02","14","A /A-"
"11X","SART-016-01","14","A"
"11X","SART-025-01","12","A"
"11X","SART-029-01","13","A-"
"11X","SART-065-01","12","A-"
"11X","SOCY-022-01","16","B+"
"11X","SOCY-025-01","12","B+"
"11X","SOCY-047-01","27","A-"
"11X","SPAN-002-01","19","B+"
"11X","SPAN-003-01","13","B+"
"11X","SPAN-020-01","15","A"
"11X","SPAN-040-01","28","A"
"11X","THEA-065-01","10","A"
"11X","WGST-010-01","32","A"
"11X","WGST-010-02","25","A"
"12X","AAAS-026-01","14","B+"
"12X","AAAS-080-03","18","B+"
"12X","AMES-015-01","51","B+"
"12X","AMES-040-01","56","A-"
"12X","AMES-042-02","26","A-"
"12X","ANTH-020-01","49","A"
"12X","ARTH-059-01","46","B"
"12X","ASTR-002-01","59","A"
"12X","ASTR-002-02","57","A-"
"12X","ASTR-003-01","66","A-"
"12X","ASTR-003-02","90","A-"
"12X","BIOL-013-01","78","B"
"12X","BIOL-014-01","102","B"
"12X","BIOL-022-01","16","B+"
"12X","BIOL-045-01","13","B+"
"12X","CHEM-052-01","47","B"
"12X","CHEM-063-01","17","B+"
"12X","CHIN-011-90","24","A"
"12X","CHIN-022-90","12","A"
"12X","CHIN-023-90","12","A"
"12X","CHIN-031-90","12","A"
"12X","CHIN-032-90","12","A"
"12X","CLST-004-01","133","B+"
"12X","COLT-067-01","13","A"
"12X","COSC-051-01","31","B+"
"12X","COSC-056-01","56","A-"
"12X","EARS-005-01","47","B+"
"12X","EARS-040-01","26","A-"
"12X","ECON-020-01","53","B+"
"12X","ECON-020-02","53","B+"
"12X","ECON-026-01","61","B+"
"12X","ECON-026-02","61","B+"
"12X","ENGL-024-01","48","A /A-"
"12X","ENGL-067-11","14","B+"
"12X","ENGL-080-01","11","A-"
"12X","ENGL-080-02","12","A-"
"12X","ENGS-003-01","32","A-"
"12X","ENGS-003-02","35","B+"
"12X","ENGS-022-01","23","B+"
"12X","ENGS-025-01","35","B+"
"12X","ENGS-031-01","56","A-"
"12X","ENGS-033-01","41","A-"
"12X","ENVS-025-01","43","A-"
"12X","ENVS-039-01","37","A-"
"12X","FILM-001-01","24","B+/B"
"12X","FILM-036-90","12","A-"
"12X","FILM-039-90","12","B+"
"12X","FILM-047-01","13","A"
"12X","FILM-047-02","10","A-"
"12X","FILM-047-90","12","A-"
"12X","FREN-010-01","10","A-"
"12X","FREN-040-01","14","A"
"12X","GEOG-022-01","24","B+"
"12X","GEOG-042-01","15","B+"
"12X","GERM-003-90","15","A-"
"12X","GERM-005-90","15","A-"
"12X","GERM-006-90","15","A-"
"12X","GERM-046-01","22","A"
"12X","GOVT-006-01","25","B+"
"12X","GOVT-010-01","32","A-"
"12X","GOVT-040-01","23","A-"
"12X","GOVT-050-01","35","B+"
"12X","GOVT-059-01","27","B+"
"12X","GOVT-068-01","15","B+"
"12X","GOVT-069-01","23","B+"
"12X","HIST-011-01","24","A-"
"12X","HIST-013-01","22","A-"
"12X","HIST-023-01","32","A-"
"12X","HIST-057-01","27","B+"
"12X","HIST-089-01","32","A"
"12X","JWST-067-02","15","B+"
"12X","LATS-005-01","21","A-"
"12X","LING-011-01","12","A-"
"12X","MATH-020-01","36","B+"
"12X","MATH-022-01","40","B+"
"12X","MATH-031-01","15","A"
"12X","MATH-054-01","19","A"
"12X","MUS -001-01","16","A"
"12X","MUS -003-01","12","A"
"12X","NAS -050-01","23","B+"
"12X","PBPL-040-01","40","A-/B+"
"12X","PHIL-002-01","16","A-"
"12X","PHIL-050-01","15","B+"
"12X","PHYS-003-01","53","A-"
"12X","PHYS-042-01","14","A-"
"12X","PORT-003-90","12","A-"
"12X","PORT-005-90","12","A /A-"
"12X","PORT-006-90","12","A-"
"12X","PSYC-010-01","47","B+"
"12X","PSYC-011-01","29","B+"
"12X","PSYC-025-01","217","A-"
"12X","PSYC-054-01","14","A"
"12X","REL -002-01","21","B+"
"12X","REL -016-01","51","B+"
"12X","REL -019-01","10","A-"
"12X","REL -040-01","26","A-"
"12X","RUSS-019-01","14","A-"
"12X","RUSS-036-01","11","A-"
"12X","SART-015-01","14","A /A-"
"12X","SART-015-02","10","A"
"12X","SART-016-01","14","A"
"12X","SART-025-01","13","A-"
"12X","SOCY-022-01","20","B+"
"12X","SOCY-025-01","16","B+"
"12X","SOCY-044-01","21","A-"
"12X","SPAN-003-01","16","A-"
"12X","SPAN-020-01","12","A"
"12X","SPAN-060-01","10","A"
"12X","THEA-065-01","11","A"
"12X","WGST-010-01","31","A"
"12X","WGST-032-01","15","B+"
"12X","WGST-056-09","13","A"
"13X","AAAS-012-01","18","A"
"13X","AAAS-033-01","11","B+"
"13X","AMES-008-01","36","B+"
"13X","ANTH-003-01","33","B+"
"13X","ANTH-055-01","28","A-"
"13X","ARTH-016-01","45","B+"
"13X","ASTR-001-01","43","A-"
"13X","ASTR-002-01","67","A"
"13X","ASTR-003-01","112","A-"
"13X","BIOL-013-01","86","B"
"13X","BIOL-014-01","79","B"
"13X","CHEM-052-01","76","B"
"13X","CHIN-011-90","20","A-"
"13X","CHIN-022-90","10","A-"
"13X","CHIN-023-90","10","A /A-"
"13X","CHIN-031-90","10","A"
"13X","CHIN-032-90","10","A"
"13X","CLST-004-01","138","A-"
"13X","COLT-010-01","18","A-"
"13X","COLT-062-01","11","A-"
"13X","COLT-067-01","18","A-"
"13X","COLT-067-02","17","A"
"13X","COSC-051-01","39","B+"
"13X","COSC-056-01","53","B+"
"13X","EARS-005-01","64","B+"
"13X","EARS-040-01","18","A-"
"13X","ECON-020-01","62","B+"
"13X","ECON-020-02","62","B+"
"13X","ECON-022-01","35","B+"
"13X","ECON-022-02","35","B+"
"13X","ECON-026-01","70","B+"
"13X","ECON-026-02","70","B+"
"13X","ENGL-015-01","54","B+"
"13X","ENGL-035-01","16","A-/B+"
"13X","ENGL-052-13","23","A-"
"13X","ENGL-080-01","12","A /A-"
"13X","ENGS-003-01","49","A-"
"13X","ENGS-003-02","36","A-"
"13X","ENGS-022-01","23","B"
"13X","ENGS-025-01","34","B+"
"13X","ENGS-031-01","53","B+"
"13X","ENGS-033-01","24","B+/B"
"13X","ENVS-025-01","38","A-"
"13X","ENVS-039-01","23","A-"
"13X","ENVS-080-05","18","A-/B+"
"13X","FILM-023-01","20","B+"
"13X","FILM-031-01","14","A"
"13X","FILM-041-01","11","A-"
"13X","FILM-047-01","18","A-"
"13X","FILM-047-02","17","A"
"13X","FILM-048-01","11","A"
"13X","FREN-040-01","15","A"
"13X","GEOG-025-01","41","A-"
"13X","GEOG-043-01","31","A"
"13X","GERM-003-90","17","A-"
"13X","GERM-005-90","17","A"
"13X","GERM-006-90","17","A"
"13X","GERM-044-01","12","A"
"13X","GOVT-006-01","12","A-"
"13X","GOVT-020-01","31","A-"
"13X","GOVT-040-01","31","B+"
"13X","GOVT-040-02","20","A-"
"13X","GOVT-041-01","33","A-"
"13X","HIST-006-01","12","A"
"13X","HIST-016-01","18","A"
"13X","HIST-023-01","36","A-"
"13X","HIST-025-01","11","A"
"13X","HIST-044-01","10","A-"
"13X","HIST-094-09","62","A"
"13X","JWST-011-01","62","A"
"13X","JWST-034-01","12","A"
"13X","LATS-005-01","17","A-"
"13X","LING-011-01","20","A-"
"13X","MATH-020-01","22","A-"
"13X","MATH-022-01","42","A"
"13X","MATH-031-01","19","A-"
"13X","MUS -001-01","16","A"
"13X","PBPL-040-01","33","B+"
"13X","PHIL-002-01","23","A-"
"13X","PHIL-009-01","58","A-"
"13X","PHIL-050-01","10","A-/B+"
"13X","PHYS-003-01","51","A-"
"13X","PORT-003-90","17","A-"
"13X","PORT-005-90","17","A"
"13X","PORT-006-90","17","A"
"13X","PSYC-010-01","39","B+"
"13X","PSYC-011-01","35","B"
"13X","PSYC-025-01","137","B+"
"13X","PSYC-054-01","12","A"
"13X","REL -002-01","15","A-"
"13X","REL -008-01","36","B+"
"13X","RUSS-021-90","11","A-"
"13X","RUSS-022-90","11","B+"
"13X","RUSS-023-90","11","A-"
"13X","SART-015-02","12","A-"
"13X","SART-017-02","11","A"
"13X","SOCY-001-01","67","A-"
"13X","SOCY-022-01","23","B+"
"13X","SOCY-044-01","17","A-"
"13X","SOCY-049-08","36","A-"
"13X","SPAN-003-01","18","B+/B"
